630;378;1
628;411;0
301;52;2
115;286;2
569;323;2
263;68;0
437;296;0
180;83;2
35;406;0
416;339;0
273;308;0
29;232;0
503;149;0
524;408;2
180;430;2
424;493;2
73;340;1
442;260;2
167;166;1
278;313;0
647;489;1
240;294;2
148;375;1
200;504;2
542;492;1
623;329;1
492;441;2
559;472;0
26;315;1
478;402;2
286;21;1
322;150;0
225;228;0
103;515;0
618;396;1
91;402;0
47;442;2
623;148;0
478;246;0
655;515;2
386;361;0
600;45;2
36;8;1
546;275;1
248;87;1
147;198;0
305;281;2
201;413;0
26;428;1
631;263;2
224;26;2
364;301;2
618;253;0
139;396;2
584;376;0
645;227;1
521;216;2
392;445;2
655;186;0
393;310;0
385;385;1
361;358;0
425;393;1
329;259;2
326;374;2
54;118;1
639;245;1
61;244;2
518;462;0
21;148;0
137;245;1
621;61;2
417;426;2
111;334;0
32;122;0
533;307;0
12;281;1
613;119;2
462;152;0
420;489;2
612;243;0
324;302;2
528;213;1
154;440;0
590;231;1
151;95;0
497;7;1
572;454;0
440;259;0
231;494;1
518;432;1
231;152;1
111;56;0
234;137;2
599;265;2
124;177;1
138;286;1
75;37;0
574;382;0
61;352;2
172;167;0
511;55;0
653;447;1
244;301;0
255;484;1
140;334;0
425;59;1
617;512;2
55;231;0
119;234;2
498;492;1
31;89;2
60;283;1
14;365;0
110;330;0
603;396;2
387;30;2
424;381;0
36;333;2
440;271;2
537;399;2
251;241;0
273;388;2
332;99;0
447;216;1
156;137;1
298;330;0
355;160;1
436;229;1
242;211;0
495;474;0
280;469;0
344;367;2
253;213;1
360;508;0
604;502;0
539;252;0
20;223;1
575;335;1
2;91;0
343;81;1
631;505;0
143;246;0
51;472;0
325;407;2
351;504;0
146;478;1
274;434;0
258;216;0
560;171;1
171;174;0
579;490;1
29;239;2
46;449;2
220;109;2
413;228;2
14;18;1
149;474;1
170;255;0
563;269;0
407;449;0
478;120;1
382;189;0
366;415;2
561;46;2
126;472;1
389;51;2
577;430;1
469;18;1
369;251;2
479;55;1
353;148;1
603;57;0
332;153;1
77;437;1
72;105;0
492;219;0
114;74;2
137;171;2
421;189;1
20;406;0
547;201;2
285;356;2
231;350;0
90;127;1
175;121;2
57;377;1
386;316;1
496;64;1
529;472;2
393;19;2
443;224;1
70;21;2
507;219;1
3;199;1
314;317;0
447;280;1
365;18;2
454;498;2
437;217;1
344;507;1
96;165;0
132;22;1
67;247;0
379;224;2
502;302;0
564;67;1
98;93;1
259;157;1
10;398;1
300;424;2
261;187;1
561;500;2
462;328;2
547;299;2
293;400;1
49;296;0
391;441;1
489;266;0
349;419;2
22;283;0
480;483;1
539;1;2
358;10;2
136;425;1
188;462;0
409;416;0
523;502;2
7;506;1
636;47;1
503;68;2
282;274;0
205;129;1
526;124;0
142;197;1
457;290;0
614;159;1
95;184;2
212;27;2
525;203;2
604;9;1
510;214;2
238;502;0
291;423;1
623;292;0
232;496;1
439;81;2
604;176;2
32;293;0
294;61;1
436;368;2
575;209;2
230;114;1
95;305;0
35;74;0
338;145;1
295;30;0
4;144;1
54;137;1
628;18;0
486;297;2
89;239;2
267;215;2
237;16;1
227;372;1
117;403;0
615;273;1
381;346;0
651;186;1
242;463;0
32;331;2
429;387;1
231;148;2
444;192;0
105;311;0
443;384;2
76;486;2
418;200;2
199;472;1
197;112;1
313;84;0
105;290;1
48;37;0
41;265;0
170;297;1
527;191;0
501;154;1
269;83;1
128;68;0
223;126;1
380;120;1
48;263;0
118;477;0
98;423;2
361;88;1
61;470;0
274;118;1
310;384;1
627;182;1
482;60;0
591;394;2
473;321;0
62;31;2
1;491;1
254;283;0
203;510;0
618;297;2
165;31;1
603;172;1
326;39;1
584;338;0
333;507;0
222;474;0
173;502;1
175;116;0
368;339;1
95;209;2
142;312;2
594;426;2
589;373;0
313;416;2
120;241;1
434;47;1
402;297;2
309;111;2
492;411;0
5;124;0
384;50;0
26;27;1
161;261;1
591;97;1
349;474;0
122;265;2
246;387;0
252;441;0
128;496;1
173;413;2
281;446;2
476;17;2
65;503;2
611;218;1
598;124;1
190;305;1
328;48;2
15;372;1
329;106;1
496;402;0
142;204;2
402;511;1
88;258;0
408;115;2
33;158;0
417;221;2
634;305;2
585;24;0
21;138;0
219;348;1
206;375;1
30;38;2
536;84;1
317;332;0
350;214;0
16;510;1
360;340;1
506;112;0
484;386;1
607;37;1
505;479;0
473;488;2
354;148;1
525;310;1
351;380;0
381;459;0
303;424;2
495;410;1
467;170;1
529;460;1
16;251;0
55;361;1
619;91;2
10;152;0
190;199;0
164;301;2
648;494;2
591;473;2
533;433;2
538;6;0
394;41;1
388;53;0
392;234;0
500;437;2
55;271;0
372;358;1
657;189;1
298;322;2
93;402;1
573;56;1
466;259;0
349;262;2
507;202;0
448;483;2
347;48;0
472;489;1
164;257;2
38;507;0
95;186;0
606;182;1
126;353;0
554;4;1
55;170;0
552;378;1
57;215;0
296;173;2
471;40;2
549;262;1
359;512;1
344;312;0
575;251;0
573;38;2
488;355;1
34;40;1
481;103;1
114;373;1
570;116;1
612;16;1
273;239;0
275;434;2
238;117;2
442;219;2
498;43;2
347;324;2
580;85;0
574;229;2
400;72;0
566;248;0
116;277;1
326;519;0
60;274;2
631;271;2
89;272;1
214;397;2
444;138;1
30;374;1
229;225;2
346;236;1
41;293;2
542;20;2
107;183;1
235;511;1
574;203;1
285;357;2
542;337;1
238;11;0
458;180;2
470;154;1
332;14;1
29;50;2
430;48;2
167;502;1
519;212;2
340;100;1
10;57;0
16;210;1
487;477;2
69;112;0
525;148;2
504;403;0
391;255;2
321;496;1
238;514;0
559;125;0
107;463;0
187;33;2
460;340;2
98;180;1
487;286;1
627;491;1
89;345;2
273;282;0
300;119;1
93;58;1
107;498;1
406;128;2
169;506;1
94;146;2
35;249;2
616;47;2
442;498;1
44;498;1
271;267;1
497;420;1
210;220;0
503;339;0
315;467;1
186;156;0
509;405;2
224;403;2
311;410;2
396;330;2
614;196;0
398;459;0
576;414;0
75;420;2
643;157;2
474;373;1
302;468;0
475;245;0
525;76;0
26;447;2
335;135;2
537;318;2
663;82;1
299;219;1
95;505;2
452;386;2
338;3;2
499;331;0
593;116;0
381;159;1
179;502;1
573;437;1
519;6;1
365;51;0
549;194;0
49;354;1
545;134;2
604;478;1
355;270;0
363;348;1
21;184;1
663;389;0
208;164;1
500;361;0
465;195;1
26;486;1
597;6;1
7;504;0
548;483;2
238;22;2
302;458;1
424;141;2
163;83;0
420;201;0
533;384;0
306;372;2
357;84;1
450;251;0
647;435;0
624;459;0
625;117;0
413;390;0
145;340;2
534;299;2
218;460;2
412;26;1
453;228;0
451;74;1
392;406;1
195;347;1
90;416;1
512;361;1
382;116;2
467;224;0
446;77;2
204;235;0
52;77;0
159;110;1
453;116;1
647;502;2
449;299;1
458;428;0
180;299;2
68;233;2
524;468;0
277;454;2
125;477;2
480;421;2
443;109;0
372;1;2
438;468;0
106;122;2
350;378;2
3;327;0
19;268;0
55;282;1
123;514;1
490;52;0
532;295;1
450;303;1
656;29;1
60;270;0
208;445;0
316;195;1
116;504;0
281;129;0
388;401;1
134;421;1
145;128;1
1;38;1
616;40;1
266;52;2
558;454;1
31;379;2
498;155;0
201;324;2
116;145;0
7;272;1
483;202;2
638;183;2
526;322;0
86;447;2
371;261;2
399;188;2
655;384;0
286;512;2
387;136;2
167;299;1
37;430;1
376;388;2
564;387;1
236;230;0
603;47;1
571;31;2
178;312;1
127;190;2
206;494;1
612;259;1
159;308;2
374;432;1
292;390;0
281;218;1
136;318;0
181;114;0
624;21;0
623;282;1
119;107;0
387;92;1
146;145;2
173;205;1
86;391;1
214;519;1
524;5;0
526;150;1
141;353;1
374;41;2
483;113;2
410;439;2
302;326;0
590;276;0
139;151;0
487;130;1
377;114;1
108;433;0
663;6;2
639;22;0
529;292;1
514;251;1
190;153;1
62;68;0
611;139;1
406;195;1
548;481;0
276;374;1
131;413;1
631;317;0
343;251;0
265;460;0
126;11;1
650;212;0
652;367;1
396;81;1
169;413;0
512;122;0
617;251;2
29;268;1
254;2;0
175;355;2
547;52;2
164;424;1
657;359;2
141;115;0
457;493;0
569;458;0
612;131;2
294;45;0
571;115;2
566;389;2
263;52;0
504;172;1
605;337;0
497;90;0
556;76;0
231;39;2
543;279;1
341;0;1
435;103;0
186;250;0
117;138;1
521;230;0
350;481;2
243;75;2
616;442;1
108;496;2
88;313;0
486;270;1
164;222;0
642;231;0
421;159;1
654;80;2
65;382;2
402;513;2
405;144;0
310;359;1
545;431;1
125;124;0
36;458;0
340;71;0
234;193;2
647;8;1
431;87;2
115;50;2
44;235;2
190;2;2
582;197;0
117;492;2
609;200;1
427;461;1
198;172;0
127;267;2
194;23;1
47;475;0
462;399;0
388;67;1
404;184;1
394;374;0
517;504;1
181;230;2
405;183;2
412;34;1
579;207;0
392;518;1
1;364;0
9;212;1
448;481;0
111;449;2
597;57;0
403;119;2
478;313;1
462;279;0
1;114;2
197;114;2
548;396;0
552;479;0
471;117;1
160;489;1
325;98;0
416;332;0
520;328;1
332;265;1
0;429;1
582;377;0
214;142;1
608;155;0
45;179;0
148;506;2
180;67;0
558;228;2
280;413;0
452;153;2
254;82;1
313;253;1
161;506;0
177;171;1
220;247;1
123;75;1
402;419;0
609;357;1
290;217;0
510;172;1
453;268;2
377;9;1
627;166;2
111;147;0
29;321;2
432;259;1
275;255;2
142;139;1
127;473;0
657;35;0
106;205;2
628;385;0
171;378;2
32;314;2
617;348;2
611;249;2
392;225;1
556;344;1
9;307;0
310;351;1
533;331;2
279;497;2
525;486;0
12;251;0
452;455;1
382;185;1
181;300;2
466;67;2
521;434;0
219;65;1
192;152;1
184;8;1
288;514;1
470;289;2
630;459;2
0;168;1
125;171;2
195;508;0
7;256;2
228;225;1
157;281;0
199;94;1
123;283;2
515;181;2
638;173;0
580;387;1
336;106;0
578;273;0
651;116;2
312;209;2
336;210;2
332;168;2
162;239;0
623;87;1
274;366;0
338;354;0
562;103;2
469;463;0
219;353;2
36;216;2
631;335;2
342;405;2
632;482;1
190;309;1
340;422;2
462;442;0
262;268;1
157;307;0
512;485;0
456;232;1
272;363;0
520;267;1
428;509;1
613;452;0
303;23;1
57;303;0
53;436;0
616;128;1
543;71;2
37;238;0
45;95;1
193;516;1
91;232;2
186;75;0
127;249;0
605;471;0
344;404;1
293;431;2
395;475;1
313;297;2
555;357;2
327;426;2
366;289;0
392;100;1
472;419;2
452;509;2
631;220;2
66;398;0
463;112;1
624;51;2
471;238;1
435;37;1
21;318;1
482;361;0
73;21;2
206;284;1
237;253;2
532;378;1
416;348;2
260;480;0
544;7;0
5;406;2
247;57;0
469;16;2
589;189;0
9;220;1
51;341;2
288;127;0
193;366;2
189;149;2
302;249;2
70;205;0
250;507;0
294;425;0
469;37;1
500;489;2
191;317;1
543;432;2
190;148;0
392;314;1
375;368;1
253;117;0
52;428;1
229;344;0
94;144;1
470;81;1
647;235;0
549;397;1
6;424;1
580;435;1
419;317;0
467;199;2
319;377;0
249;348;0
11;201;2
353;229;1
324;155;2
88;192;1
121;158;2
161;417;2
512;316;1
373;331;2
355;103;1
84;160;0
387;87;1
151;444;0
556;494;1
330;17;1
608;272;0
647;152;0
568;111;2
385;188;2
474;139;0
415;401;0
394;19;0
17;370;0
24;420;2
608;429;2
653;508;0
323;68;0
197;412;0
493;232;2
303;359;0
588;145;0
277;495;1
109;430;2
199;435;1
30;256;1
171;248;1
512;331;1
268;256;0
215;139;2
463;254;0
299;290;0
391;105;1
427;404;1
510;154;2
93;255;2
412;106;1
149;156;2
308;47;1
299;349;0
379;81;0
486;373;1
26;195;1
421;91;2
46;440;0
287;451;2
170;499;0
441;354;0
395;23;0
156;355;1
416;505;0
627;482;0
61;239;0
348;211;2
482;395;0
223;3;0
365;248;2
652;349;0
196;337;2
640;288;0
423;81;0
383;103;0
386;273;0
81;247;1
202;508;2
454;353;2
159;119;2
517;216;0
617;422;2
457;343;2
423;484;1
224;414;0
200;253;2
504;371;2
486;374;1
48;365;1
657;411;2
224;375;2
133;6;1
239;489;1
291;340;0
241;122;2
580;126;2
100;215;1
198;30;1
445;116;0
546;247;1
198;236;1
194;295;0
82;107;0
355;14;1
530;462;1
392;214;2
420;16;2
181;296;0
168;230;2
584;222;1
249;106;1
661;65;1
313;359;2
266;161;0
455;162;0
639;286;0
531;323;1
605;21;0
347;287;1
662;31;0
29;102;1
280;322;0
86;471;0
242;424;1
590;325;1
206;446;1
285;48;0
457;60;0
614;162;2
422;371;1
276;337;2
429;1;0
120;151;0
224;454;0
584;133;2
363;503;1
191;160;1
472;224;2
167;403;1
216;63;2
115;395;2
236;227;2
157;490;1
407;57;0
373;12;2
18;466;2
143;57;0
385;300;0
228;482;2
354;512;2
117;332;2
471;77;0
56;187;0
435;88;2
2;431;0
288;186;1
245;342;0
624;252;1
607;302;1
46;3;0
150;402;1
463;374;2
147;32;0
80;236;2
356;34;0
96;354;1
121;140;0
516;430;0
161;255;2
487;218;1
231;101;2
396;487;1
286;473;1
47;166;0
493;67;1
143;142;2
489;357;2
90;95;2
124;300;2
509;153;0
596;125;2
350;277;0
452;225;0
380;286;2
537;274;1
372;87;1
186;371;2
127;204;1
45;439;1
50;39;2
524;85;1
363;385;1
31;75;0
195;66;1
90;24;0
542;519;1
377;101;1
109;166;1
95;275;0
7;62;0
207;151;1
214;1;0
271;251;2
509;285;2
198;298;2
127;314;2
522;310;2
35;4;1
75;271;0
547;365;0
312;253;1
401;141;2
317;244;0
360;487;2
204;518;1
574;192;0
341;236;2
219;442;0
571;511;2
280;115;0
389;358;0
459;341;1
570;72;2
332;190;0
243;225;0
611;264;2
91;135;2
144;202;2
114;421;0
326;417;2
240;87;2
510;120;2
42;255;0
522;378;2
182;375;2
72;402;0
118;291;0
54;62;2
523;241;1
532;84;0
246;518;2
426;279;0
152;52;2
249;414;0
382;229;2
85;489;1
369;195;0
565;494;1
20;377;2
67;274;1
649;98;0
63;139;0
574;380;2
421;88;2
371;213;1
264;206;2
97;105;2
237;140;2
255;450;1
15;216;0
316;241;1
552;59;1
296;118;2
546;494;1
454;220;0
228;87;0
42;3;2
451;78;1
649;338;1
530;55;0
206;183;0
210;8;0
324;20;1
186;293;1
605;432;1
592;109;1
484;133;2
96;474;1
416;86;2
64;395;0
242;90;2
220;258;0
216;282;2
342;217;2
466;475;1
661;436;0
659;313;1
466;151;0
366;32;1
360;294;1
646;112;0
239;484;2
505;509;2
288;28;0
543;138;0
378;39;1
402;1;2
358;55;1
338;347;2
455;175;1
223;363;1
6;478;0
183;125;1
135;131;0
539;143;2
618;431;2
550;508;1
539;459;2
51;211;0
542;258;0
649;341;0
340;56;2
445;3;1
196;263;2
6;223;1
474;29;1
414;322;0
530;368;0
296;224;0
373;137;1
154;220;0
491;319;0
280;191;2
83;445;0
42;479;1
444;304;0
367;48;0
115;275;2
524;509;0
230;169;0
26;218;0
135;104;2
276;28;2
460;262;1
573;494;1
299;491;0
302;315;0
290;291;0
630;260;1
535;180;2
4;316;1
275;138;1
94;77;2
76;311;1
489;269;0
612;13;1
209;473;0
341;316;2
265;504;2
338;438;1
545;365;1
345;5;1
568;202;2
85;318;2
583;157;2
452;360;2
214;189;2
324;211;1
144;515;1
590;68;1
277;129;1
333;246;2
93;283;0
7;265;0
518;86;0
533;478;1
123;107;2
457;271;0
473;485;2
421;458;1
654;14;0
237;501;2
466;302;1
123;498;0
320;171;2
477;34;2
10;101;1
376;177;1
336;207;2
54;102;2
538;234;1
511;139;2
325;505;0
635;317;1
386;87;2
367;295;2
442;205;1
459;157;1
469;481;2
85;59;0
505;127;1
387;185;2
24;21;0
524;399;0
491;520;0
244;451;0
214;407;0
54;15;1
320;504;2
31;464;1
181;357;2
311;512;0
163;350;1
434;124;2
63;329;0
566;449;1
256;131;0
627;304;0
231;290;0
196;315;0
629;374;0
401;99;1
281;57;0
497;392;2
89;130;2
610;407;2
389;181;1
254;163;1
493;413;0
548;384;0
348;509;0
43;310;0
201;206;2
118;57;2
298;315;0
102;254;0
241;176;2
66;254;0
349;348;0
325;485;0
458;178;1
495;250;2
620;6;1
421;242;1
634;316;1
650;50;2
548;140;0
580;101;0
87;385;0
369;72;2
383;381;1
89;348;0
357;511;0
117;143;2
447;229;2
399;113;1
262;224;0
450;268;0
75;306;0
628;111;2
345;510;1
105;100;2
327;187;0
12;492;2
397;249;0
507;520;0
305;89;2
29;308;1
212;161;2
604;363;0
490;353;1
85;385;1
124;279;0
517;70;1
407;505;0
549;298;1
586;125;2
192;56;1
552;0;0
212;88;0
220;64;0
265;259;0
529;152;0
264;77;0
261;502;2
476;87;2
420;394;0
308;188;0
388;188;2
381;362;0
101;10;0
186;513;2
473;237;0
575;261;1
162;71;2
37;94;1
580;437;2
262;189;0
237;442;2
306;262;2
31;302;1
278;301;1
462;212;0
428;275;1
274;154;1
257;122;2
414;362;1
314;387;0
184;392;2
347;437;0
509;147;0
92;195;1
136;385;2
75;473;0
497;443;2
216;138;1
111;120;2
237;465;0
201;409;2
355;313;1
306;442;0
384;364;1
255;395;1
269;273;0
433;169;2
349;308;2
151;362;1
126;36;1
510;146;1
537;243;2
331;13;1
585;44;2
56;103;0
449;433;0
376;243;0
298;135;1
192;199;2
427;275;0
377;152;1
486;509;1
538;37;0
126;452;2
587;442;0
505;479;1
196;300;1
265;165;1
259;107;1
47;212;2
531;116;0
567;311;1
578;330;0
81;181;2
458;423;2
183;478;2
259;283;1
190;57;2
507;247;1
558;14;0
572;478;0
299;341;2
295;4;2
286;489;2
454;273;1
394;364;2
132;100;0
414;439;0
274;44;2
61;248;1
281;217;2
433;84;0
323;18;2
404;182;0
71;165;2
574;60;2
180;183;0
367;441;2
579;65;2
344;314;0
84;515;0
277;174;1
494;172;2
367;246;2
42;323;0
40;282;1
447;256;0
659;50;0
62;101;2
13;323;1
79;372;0
198;110;0
347;345;1
36;78;2
300;385;2
131;501;0
354;327;1
510;490;2
476;167;1
393;472;1
385;355;0
653;467;2
114;403;0
444;400;2
278;384;1
56;419;2
176;177;1
304;491;0
5;512;0
305;406;0
91;247;1
9;330;1
241;241;1
435;138;2
240;34;1
591;68;0
21;78;0
658;369;2
41;367;0
642;310;2
291;153;0
587;387;1
368;498;1
12;162;0
269;417;0
9;295;2
498;485;1
410;96;2
146;114;1
578;114;1
395;449;0
248;354;1
242;219;2
84;34;1
102;379;2
243;52;2
585;15;0
440;453;1
646;168;2
204;378;2
101;61;1
584;222;2
192;177;1
556;375;2
328;403;1
110;297;0
206;502;0
540;293;2
403;139;0
142;170;1
277;225;2
615;9;0
193;22;0
117;42;1
562;138;2
82;317;1
370;119;0
332;129;2
255;6;1
241;115;0
484;252;2
435;388;0
460;512;0
492;42;2
76;126;1
149;425;2
67;394;2
564;286;2
214;75;2
630;27;1
486;217;1
106;466;2
568;379;0
501;411;0
88;434;0
641;103;0
565;19;2
137;263;0
261;46;0
195;382;1
360;300;2
184;501;0
131;13;0
475;121;0
414;319;2
212;381;2
324;59;2
499;378;0
109;223;2
635;360;1
138;79;2
259;278;0
28;65;0
42;483;2
86;422;0
355;120;0
111;63;1
251;244;0
317;325;2
635;18;2
135;497;0
21;466;1
211;156;1
453;381;2
522;170;1
149;434;1
452;474;2
39;335;2
293;449;0
532;106;0
214;194;0
472;139;2
40;251;1
521;373;1
111;191;1
302;50;1
443;297;2
389;499;1
326;248;2
543;182;0
629;229;1
579;407;2
161;411;0
247;396;0
547;237;0
369;518;1
53;215;2
462;340;0
180;25;2
252;198;2
184;503;2
376;92;0
655;185;0
522;140;2
602;90;0
19;337;2
197;237;2
650;25;2
86;138;1
342;330;0
548;3;1
101;97;2
610;131;1
602;344;0
54;138;2
628;14;1
72;362;0
70;225;2
259;48;2
174;286;1
394;310;0
378;189;2
565;429;2
563;516;2
449;393;2
289;356;2
576;172;0
467;505;2
223;294;2
511;300;0
371;97;1
172;337;0
647;299;2
278;358;0
203;165;2
192;227;0
422;27;2
117;234;0
255;30;0
122;502;0
477;133;0
564;349;0
622;227;1
333;181;2
322;5;0
561;377;2
644;231;1
179;81;0
244;205;1
180;520;0
417;378;1
319;321;0
8;19;2
133;296;0
328;243;0
481;471;2
587;187;0
588;458;1
48;391;0
79;230;1
390;309;1
41;228;1
611;276;1
222;168;0
390;105;2
463;128;1
380;40;1
587;261;0
574;514;2
512;408;0
47;373;1
232;84;2
552;442;2
537;51;1
146;407;2
155;151;0
515;100;1
192;331;2
255;474;0
82;318;1
250;379;2
564;195;1
485;10;1
239;158;0
18;401;0
566;253;1
76;120;0
210;255;1
174;248;0
202;20;2
146;432;0
630;163;0
21;329;1
345;178;1
165;33;2
641;56;2
161;409;1
389;359;1
330;388;2
234;6;0
467;300;0
604;249;0
534;485;1
552;39;2
497;328;1
560;431;2
556;201;0
510;179;2
470;291;2
622;453;2
109;37;1
595;19;1
247;134;2
351;175;2
44;432;1
660;510;2
250;38;1
606;429;2
468;93;0
303;428;1
349;60;2
402;60;2
472;54;2
452;511;0
505;122;1
424;292;1
97;277;1
446;422;0
598;58;0
471;419;0
67;184;0
190;65;1
10;172;0
216;411;2
500;256;0
436;282;0
352;84;2
319;515;0
415;45;0
87;89;2
401;333;1
650;366;1
201;248;2
368;188;0
15;130;0
128;292;1
269;23;1
374;299;0
257;467;1
130;266;2
92;195;0
612;505;0
453;399;2
288;377;1
295;121;1
530;198;1
537;177;2
392;206;1
627;327;0
124;414;2
640;292;0
502;283;2
239;112;0
309;437;2
227;8;0
419;13;1
471;285;0
416;285;0
189;407;1
238;288;0
54;312;1
29;457;2
141;334;1
161;421;1
635;56;2
352;45;0
449;428;1
411;278;1
623;384;1
244;385;2
113;293;0
72;424;1
146;239;2
368;396;1
506;14;2
181;478;2
144;286;1
148;482;2
238;39;2
267;203;2
298;388;1
452;8;2
22;516;1
443;51;0
248;435;0
488;148;0
158;59;1
26;151;1
468;431;1
460;113;2
289;151;2
280;423;2
207;272;1
63;267;0
16;335;1
180;132;2
393;320;1
530;299;2
514;424;2
343;410;2
365;189;0
535;141;0
49;487;0
593;134;1
249;117;2
321;476;1
189;281;0
3;270;2
534;467;0
644;343;1
593;46;0
633;124;2
58;92;0
526;143;1
596;438;2
161;513;1
430;159;2
127;164;1
520;152;2
587;237;0
154;98;2
65;111;2
189;275;1
58;388;1
620;498;0
466;361;2
393;190;1
172;221;0
269;406;1
471;135;0
104;341;0
456;454;0
28;63;1
18;157;0
119;385;1
29;279;0
62;180;2
438;163;0
599;506;1
376;207;1
321;73;0
202;353;2
223;232;1
663;404;1
498;476;0
473;70;0
357;155;0
66;275;2
454;242;2
581;52;2
324;1;0
357;100;0
538;265;0
476;313;2
89;152;1
211;203;2
611;421;1
220;4;1
118;229;0
308;469;2
34;282;2
333;296;1
46;356;2
473;215;2
488;520;1
589;379;2
295;76;2
432;133;1
131;432;1
245;31;1
72;446;2
214;223;2
374;60;2
360;102;0
376;364;0
557;3;2
9;390;0
449;76;1
40;486;2
508;21;2
22;250;2
232;22;1
593;438;0
204;491;1
180;503;1
411;135;0
164;162;2
609;444;0
96;399;0
102;493;2
523;46;0
113;165;0
384;505;2
59;302;2
170;435;0
206;64;1
212;462;2
143;391;1
216;246;1
325;347;0
400;164;1
119;322;0
548;396;1
36;12;0
328;128;1
358;308;2
300;332;1
621;493;0
332;240;1
282;496;1
154;352;1
460;288;0
642;316;0
400;266;0
544;183;0
530;142;0
379;20;1
150;394;2
639;146;2
441;334;1
127;386;1
36;127;2
651;510;0
26;395;2
332;212;2
210;465;0
372;75;2
323;138;2
97;56;0
31;516;0
343;365;1
285;212;2
350;479;2
64;191;0
322;96;2
274;110;1
4;516;0
92;457;0
43;106;1
36;519;1
309;404;2
500;239;0
0;166;0
556;275;2
147;2;0
497;480;0
499;449;2
219;354;0
407;504;2
615;257;1
304;289;2
631;149;2
499;267;1
385;414;2
426;431;2
89;311;0
552;223;0
157;130;0
495;357;0
203;354;2
555;15;2
550;435;1
155;342;0
168;360;1
511;52;0
401;24;1
537;454;0
444;8;2
642;258;2
160;322;2
167;30;2
47;375;2
542;300;0
237;306;2
396;162;1
633;145;1
54;116;2
198;182;0
78;293;2
59;405;0
476;362;0
469;24;0
70;230;2
207;265;1
360;277;0
315;388;0
145;188;1
644;291;2
617;24;0
581;296;0
571;84;0
376;171;2
582;494;0
362;195;2
352;474;1
80;298;2
658;62;2
289;245;1
515;17;0
303;493;2
31;152;0
259;189;0
477;44;0
100;302;0
148;27;2
482;266;0
154;55;0
442;87;1
593;347;1
293;311;1
62;263;1
381;137;0
62;265;2
606;311;0
219;487;2
279;268;1
458;175;2
120;486;2
454;24;0
162;176;1
322;247;2
217;2;0
359;146;1
227;454;1
29;88;1
381;144;1
606;453;1
265;117;2
390;402;1
132;93;0
246;173;1
661;207;0
195;266;1
338;345;2
308;341;0
47;348;1
643;9;2
369;513;0
87;162;1
390;279;0
362;435;0
6;467;1
584;214;2
268;380;1
547;344;0
407;407;2
495;424;1
303;230;2
15;505;2
268;403;0
173;32;0
52;434;0
226;485;1
619;340;2
267;170;0
402;423;2
83;359;0
199;152;2
395;228;2
262;158;0
481;105;0
185;63;1
361;91;0
642;272;2
557;119;2
372;350;1
314;315;1
261;195;1
468;199;2
524;272;2
282;190;2
93;106;2
85;5;1
336;137;0
355;278;1
457;344;2
53;246;1
143;65;2
630;95;1
197;183;1
235;120;2
151;29;0
636;289;2
526;40;2
545;57;2
463;59;0
21;336;1
395;165;1
476;107;1
5;122;2
177;89;0
438;156;1
353;254;1
566;176;0
644;455;2
626;261;1
362;252;2
525;165;2
0;152;2
152;297;0
305;287;0
188;365;1
444;225;0
270;470;2
31;367;2
296;412;1
396;180;1
275;192;0
569;438;1
509;249;2
26;215;1
373;372;1
